6.00000	0.01584	0.00331	-0.07255
8.00000	0.01614	-0.00247 -0.02396
10.00000 0.01462 -0.00108 -0.00983
12.00000 0.01193 -0.00053 -0.00480
15.00000 0.00770 -0.00022 -0.00206
20.00000 0.00327 -0.00007 -0.00054
30.00000 0.00058 -0.00002 -0.00008
40.00000 0.00005 -0.00001 -0.00002
50.00000 0.00000 0.00000 0.00000
