-180 -180 1 -650.18704489531046 -0.504646 -0.044758 -0.017959 0.506945
-180 -160 2 -650.18714829155886 -0.744222 -0.135174 -0.596714 0.963435
-180 -140 3 -650.18654570754381 -1.279431 -0.239695 -0.899701 1.582359
-180 -120 4 -650.18546728634169 -1.936495 -0.287086 -1.197812 2.295034
-180 -100 5 -650.18423193376918 -2.448646 -0.226604 -1.280436 2.772496
-180 -80 6 -650.18377585899918 -2.807170 0.065358 -1.194357 3.051387
-180 -60 7 -650.18422445238673 -2.872706 0.473635 -1.011021 3.082034
-180 -40 8 -650.18506827834585 -2.787827 0.836327 -0.697151 2.992898
-180 -20 9 -650.18481443434985 -2.619137 1.121884 -0.315987 2.866766
-180 0 10 -650.18440560992985 -2.517040 1.257405 -0.007943 2.813649
-180 20 11 -650.18480834111290 -2.616666 1.121802 0.327403 2.865759
-180 40 12 -650.18500576585700 -2.782039 0.834014 0.671732 2.981031
-180 60 13 -650.18423671772393 -2.869939 0.472287 0.976428 3.068063
-180 80 14 -650.18380255638192 -2.791795 0.084576 1.197368 3.038908
-180 100 15 -650.18429704213781 -2.439362 -0.212804 1.260788 2.754153
-180 120 16 -650.18554520647626 -1.951051 -0.283859 1.181275 2.298388
-180 140 17 -650.18653777196232 -1.285131 -0.258816 0.943125 1.614940
-180 160 18 -650.18710990280761 -0.745889 -0.138318 0.585181 0.958081
-180 180 19 -650.18704984506019 -0.504558 -0.044706 -0.020039 0.506931

-160 -180 20 -650.18737193285438 -0.289902 -0.130553 0.641212 0.715709
-160 -160 21 -650.18753179032001 -0.510910 -0.229422 0.046759 0.562005
-160 -140 22 -650.18691410983445 -1.057325 -0.324427 -0.265005 1.137285
-160 -120 23 -650.18580567527044 -1.732063 -0.354438 -0.530119 1.845723
-160 -100 24 -650.18448794439666 -2.268601 -0.268491 -0.613603 2.365406
-160 -80 25 -650.18414053274330 -2.627957 0.019314 -0.548551 2.684668
-160 -60 26 -650.18454978003876 -2.697134 0.395131 -0.339560 2.746991
-160 -40 27 -650.18543185481030 -2.588352 0.750052 -0.049979 2.695299
-160 -20 28 -650.18556793923619 -2.420666 1.033429 0.357794 2.656241
-160 0 29 -650.18552305622859 -2.328454 1.177028 0.775155 2.721757
-160 20 30 -650.18595031256530 -2.419582 1.077942 1.133984 2.881363
-160 40 31 -650.18585970781248 -2.574459 0.810373 1.437205 3.057794
-160 60 32 -650.18458505785588 -2.658708 0.437385 1.674040 3.172136
-160 80 33 -650.18379704454651 -2.568384 0.027240 1.826838 3.151932
-160 100 34 -650.18422922171544 -2.224693 -0.289382 1.907947 2.945040
-160 120 35 -650.18543999894962 -1.747662 -0.357848 1.891277 2.599867
-160 140 36 -650.18656163942148 -1.094990 -0.326351 1.653131 2.009564
-160 160 37 -650.18719871543851 -0.551174 -0.203066 1.274631 1.403465
-160 180 38 -650.18733163947559 -0.289497 -0.133832 0.645575 0.720060

-140 -180 39 -650.18711855747142 0.225993 -0.245382 0.977938 1.033270
-140 -160 40 -650.18719061815170 0.016788 -0.326037 0.353183 0.480958
-140 -140 41 -650.18655491281106 -0.532606 -0.404318 0.039867 0.669875
-140 -120 42 -650.18544592806813 -1.225088 -0.418686 -0.204755 1.310749
-140 -100 43 -650.18419797417766 -1.772463 -0.316245 -0.245940 1.817175
-140 -80 44 -650.18377185901011 -2.135768 -0.036728 -0.173996 2.143158
-140 -60 45 -650.18437391427085 -2.204312 0.336238 -0.007411 2.229821
-140 -40 46 -650.18560928518400 -2.076555 0.685431 0.258281 2.201955
-140 -20 47 -650.18638519791887 -1.929082 0.959946 0.659781 2.253479
-140 0 48 -650.18674441425765 -1.881772 1.098662 1.046539 2.417306
-140 20 49 -650.18707787928531 -1.989753 1.006014 1.460576 2.665420
-140 40 50 -650.18644819037252 -2.130310 0.753472 1.784897 2.879548
-140 60 51 -650.18437878239388 -2.186768 0.374322 2.048398 3.019604
-140 80 52 -650.18296334384615 -2.063556 -0.054210 2.198605 3.015803
-140 100 53 -650.18350616169084 -1.718457 -0.385305 2.271054 2.873890
-140 120 54 -650.18474324018644 -1.239119 -0.473306 2.275754 2.634101
-140 140 55 -650.18610605742094 -0.584094 -0.433248 2.050475 2.175619
-140 160 56 -650.18686269244370 -0.055492 -0.326630 1.646327 1.679333
-140 180 57 -650.18700790131481 0.213026 -0.252915 0.996508 1.049940

-120 -180 58 -650.18634190623334 0.833141 -0.308040 1.202074 1.494655
-120 -160 59 -650.18643025860820 0.646670 -0.361911 0.525868 0.908680
-120 -140 60 -650.18577939692364 0.103417 -0.427315 0.223475 0.493188
-120 -120 61 -650.18468372122845 -0.579879 -0.421233 0.009652 0.716792
-120 -100 62 -650.18352945182301 -1.155036 -0.309520 0.007672 1.195813
-120 -80 63 -650.18279033905105 -1.525287 -0.021894 0.030257 1.525744
-120 -60 64 -650.18365205967473 -1.604008 0.339366 0.209904 1.652898
-120 -40 65 -650.18532600227365 -1.499532 0.699321 0.405050 1.703441
-120 -20 66 -650.18659171611944 -1.392984 0.962832 0.783526 1.865841
-120 0 67 -650.18711927251877 -1.363227 1.099648 1.162236 2.102000
-120 20 68 -650.18719872827762 -1.452374 1.010310 1.577827 2.370581
-120 40 69 -650.18602691637943 -1.547781 0.761578 1.937708 2.594290
-120 60 70 -650.18345561066701 -1.564492 0.368152 2.231109 2.749731
-120 80 71 -650.18150317568688 -1.420167 -0.064238 2.361397 2.756302
-120 100 72 -650.18212504078542 -1.085313 -0.394861 2.438710 2.698356
-120 120 73 -650.18381397056760 -0.615338 -0.511761 2.464972 2.591646
-120 140 74 -650.18510433580730 0.053352 -0.471677 2.250422 2.299940
-120 160 75 -650.18610868157896 0.571332 -0.384273 1.897253 2.018330
-120 180 76 -650.18628641508326 0.838084 -0.314434 1.199517 1.496695

-100 -180 77 -650.18524992870050 1.322322 -0.254655 1.227970 1.822442
-100 -160 78 -650.18556462669301 1.153324 -0.268947 0.582731 1.319873
-100 -140 79 -650.18490356142286 0.619841 -0.324924 0.236200 0.738626
-100 -120 80 -650.18377535988736 -0.039939 -0.311202 -0.010990 0.313947
-100 -100 81 -650.18222988393404 -0.614496 -0.212248 -0.035375 0.651081
-100 -80 82 -650.18155021210191 -0.985748 0.065213 0.020949 0.988125
-100 -60 83 -650.18249307704821 -1.081943 0.431886 0.193596 1.180934
-100 -40 84 -650.18432096484844 -1.018736 0.777337 0.341751 1.326223
-100 -20 85 -650.18568658961033 -0.953468 1.013672 0.695048 1.555546
-100 0 86 -650.18570766622315 -0.923531 1.128740 1.062479 1.804390
-100 20 87 -650.18478131977088 -0.950716 1.093278 1.453434 2.052215
-100 40 88 -650.18314480781100 -1.009342 0.867198 1.856803 2.284408
-100 60 89 -650.18048661631246 -0.993920 0.485166 2.167655 2.433515
-100 80 90 -650.17841988031034 -0.845029 0.070663 2.310259 2.460968
-100 100 91 -650.18004254470497 -0.584431 -0.298165 2.379879 2.468661
-100 120 92 -650.18245923957397 -0.112085 -0.441339 2.443188 2.485258
-100 140 93 -650.18410518489316 0.565070 -0.415798 2.212580 2.321142
-100 160 94 -650.18508356217376 1.075701 -0.333026 1.877899 2.189644
-100 180 95 -650.18540152030130 1.339769 -0.240148 1.200640 1.814990

-80 -180 96 -650.18477222413992 1.686448 0.029785 1.127934 2.029096
-80 -160 97 -650.18491664704561 1.494564 0.007298 0.454309 1.562105
-80 -140 98 -650.18424101057883 0.973883 -0.045933 0.110114 0.981164
-80 -120 99 -650.18309121303844 0.317015 -0.033974 -0.132280 0.345183
-80 -100 100 -650.18164178283155 -0.241432 0.055900 -0.106078 0.269568
-80 -80 101 -650.18091460035703 -0.611010 0.318850 -0.018110 0.689439
-80 -60 102 -650.18157744250277 -0.721500 0.682033 0.097253 0.997592
-80 -40 103 -650.18312256584943 -0.683950 0.949287 0.238165 1.194009
-80 -20 104 -650.18340337271195 -0.616776 1.133205 0.491643 1.380681
-80 0 105 -650.18184059015175 -0.539370 1.276828 0.784020 1.592450
-80 20 106 -650.17960305278677 -0.484784 1.359429 1.175680 1.861528
-80 40 107 -650.17731767231737 -0.493724 1.203852 1.573060 2.041456
-80 60 108 -650.17477781303148 -0.511317 0.915251 1.941550 2.206524
-80 80 109 -650.17400314172198 -0.443597 0.515792 2.206811 2.309293
-80 100 110 -650.17839331748803 -0.294386 0.070825 2.283287 2.303276
-80 120 111 -650.18175081693198 0.240573 -0.104037 2.356869 2.371398
-80 140 112 -650.18360553457876 0.913117 -0.097171 2.154312 2.341855
-80 160 113 -650.18463219339162 1.414105 -0.021966 1.777676 2.271631
-80 180 114 -650.18479671430111 1.669933 0.050922 1.102609 2.001754

-60 -180 115 -650.18517044018154 1.773729 0.443198 0.841374 2.012573
-60 -160 116 -650.18520267237022 1.571603 0.360753 0.174979 1.621942
-60 -140 117 -650.18475723490940 1.050040 0.293593 -0.120961 1.097002
-60 -120 118 -650.18378968335719 0.405204 0.305620 -0.295034 0.587060
-60 -100 119 -650.18234914981679 -0.123123 0.406723 -0.222150 0.479514
-60 -80 120 -650.18149933125892 -0.486417 0.663128 -0.155046 0.836887
-60 -60 121 -650.18186553406395 -0.607936 0.952203 -0.058788 1.131253
-60 -40 122 -650.18177846125081 -0.549381 1.119918 0.068932 1.249314
-60 -20 123 -650.17999974543693 -0.438745 1.318835 0.261099 1.414212
-60 0 124 -650.17682765738346 -0.313309 1.690146 0.600467 1.820801
-60 20 125 -650.17414919616704 -0.294617 1.764761 0.949664 2.025597
-60 40 126 -650.17161055197892 -0.346985 1.704363 1.324828 2.186418
-60 60 127 -650.17082572454262 -0.523086 1.488799 1.719005 2.333478
-60 80 128 -650.17460603221139 -0.594981 0.926861 1.971716 2.258481
-60 100 129 -650.18011282742225 -0.171602 0.519352 2.139001 2.207826
-60 120 130 -650.18323915016003 0.369245 0.366543 2.221035 2.281160
-60 140 131 -650.18467936791467 1.018910 0.356004 2.014032 2.285003
